season;time;holidays;events;max load (MW)
summer;T1;N;N;51243
summer;T2;N;N;51382
summer;T3;N;N;47059
summer;T3;N;N;46635
summer;T1;N;N;53776
summer;T1;N;N;55768
summer;T1;N;N;55016
summer;T1;N;N;54895
summer;T2;N;N;54975
summer;T3;N;N;47089
summer;T3;N;N;45695
summer;T1;N;N;53784
summer;T1;N;N;54606
summer;T1;N;N;55258
spr/fall;T1;N;N;56266
spr/fall;T2;N;N;56541
spr/fall;T3;N;N;49540
spr/fall;T3;N;N;46100
spr/fall;T1;N;N;54241
spr/fall;T1;N;N;54878
spr/fall;T1;N;N;55752
spr/fall;T1;N;N;56290
spr/fall;T2;N;N;56168
spr/fall;T3;N;N;49662
spr/fall;T3;N;N;46171
spr/fall;T1;N;N;55345
spr/fall;T1;N;N;56187
spr/fall;T1;N;N;56244
spr/fall;T1;N;N;55581
spr/fall;T2;N;N;55799
spr/fall;T3;N;N;49399
spr/fall;T3;N;N;46542
spr/fall;T1;N;N;55229
spr/fall;T1;N;N;55709
spr/fall;T1;N;N;56124
spr/fall;T1;N;N;55460
spr/fall;T2;N;N;54799
spr/fall;T3;N;N;49047
spr/fall;T3;N;N;46248
spr/fall;T1;N;N;54547
spr/fall;T1;N;N;55694
spr/fall;T1;N;N;55830
spr/fall;T1;N;N;55571
spr/fall;T2;N;N;54607
spr/fall;T3;N;N;48745
spr/fall;T3;N;N;47073
spr/fall;T1;N;N;55634
spr/fall;T1;N;N;56261
spr/fall;T1;N;N;56579
spr/fall;T1;N;N;56776
spr/fall;T2;N;N;56055
spr/fall;T3;N;N;52018
spr/fall;T3;N;N;50823
spr/fall;T1;N;N;58532
spr/fall;T1;N;N;58052
spr/fall;T1;N;N;58771
spr/fall;T1;N;N;58651
spr/fall;T2;N;N;57385
spr/fall;T3;N;N;51644
spr/fall;T3;N;N;51396
spr/fall;T1;N;N;59728
spr/fall;T1;N;N;61840
spr/fall;T1;N;N;64030
spr/fall;T1;N;N;66053
spr/fall;T2;N;N;67805
spr/fall;T3;N;N;59684
spr/fall;T3;N;N;54941
spr/fall;T1;N;N;63198
spr/fall;T1;N;N;63758
spr/fall;T1;N;N;64179
spr/fall;T1;N;N;63595
spr/fall;T2;N;N;62006
spr/fall;T3;N;N;53838
spr/fall;T3;N;Y;51183
spr/fall;T1;N;N;57197
spr/fall;T1;Y;N;55520
spr/fall;T1;N;N;64904
spr/fall;T1;N;N;65085
spr/fall;T2;N;N;63227
spr/fall;T3;N;N;56882
spr/fall;T3;N;N;55213
spr/fall;T1;N;N;68095
spr/fall;T1;N;N;68560
spr/fall;T1;N;N;67623
spr/fall;T1;N;N;66549
spr/fall;T2;Y;N;58612
spr/fall;T3;N;N;57450
spr/fall;T3;N;N;56702
spr/fall;T1;N;N;70115
spr/fall;T1;N;N;73028
spr/fall;T1;N;N;74362
spr/fall;T1;N;N;72285
spr/fall;T2;N;N;69699
spr/fall;T3;N;N;62372
spr/fall;T3;N;N;59906
spr/fall;T1;N;N;70587
spr/fall;T1;N;N;70893
spr/fall;T1;N;N;71330
spr/fall;T1;N;N;73459
spr/fall;T2;N;N;72938
spr/fall;T3;N;N;66200
spr/fall;T3;N;Y;62607
spr/fall;T1;N;N;75241
spr/fall;T1;N;N;75337
spr/fall;T1;N;N;74635
winter;T1;N;N;72614
winter;T2;N;N;71095
winter;T3;N;N;64943
winter;T3;N;Y;61377
winter;T1;N;N;75880
winter;T1;N;Y;77649
winter;T1;N;N;76301
winter;T1;N;N;75314
winter;T2;N;N;73678
winter;T3;N;N;66945
winter;T3;N;Y;66877
winter;T1;N;N;76649
winter;T1;N;N;76983
winter;T1;N;N;78435
winter;T1;N;N;78939
winter;T2;N;N;76781
winter;T3;N;N;73077
winter;T3;N;Y;72818
winter;T1;N;N;82751
winter;T1;N;N;78932
winter;T1;N;N;75461
winter;T1;N;N;72035
winter;T2;N;N;69243
winter;T3;N;N;65756
winter;T3;Y;N;62345
winter;T1;N;N;70201
winter;T1;N;N;74549
winter;T1;N;N;73873
winter;T1;N;N;74351
winter;T2;N;N;71412
winter;T3;N;Y;62781
